canonicalProductionIndex,productionGroup,batchIndex,bookCode,partCode,nodeCode,titleZhHans,canonicalQuestionKey,registryStatus,publicationState,mappingState
280,BATCH-015,16,BOOK-3,P8,KN-B2-P8-040,AI 如何辅助恢复,book-2-p8-40-ai-assisted-recovery,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
281,BATCH-015,17,BOOK-3,P8,KN-B2-P8-041,可持续运行如何形成,book-2-p8-41-sustainability,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
282,BATCH-015,18,BOOK-3,P8,KN-B2-P8-042,运行韧性如何形成,book-2-p8-42-runtime-resilience,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
283,BATCH-015,19,BOOK-3,P8,KN-B2-P8-043,维护如何适应变化,book-2-p8-43-adaptive-maintenance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
284,BATCH-015,20,BOOK-3,P8,KN-B2-P8-044,Reality 如何形成长期连续性,book-2-p8-44-long-term-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
285,BATCH-015,21,BOOK-3,P8,KN-B2-P8-045,系统如何形成自维护能力,book-2-p8-45-self-maintaining-systems,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
286,BATCH-015,22,BOOK-3,P8,KN-B2-P8-046,恢复之后如何进入长期稳定,book-2-p8-46-beyond-recovery,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
287,BATCH-015,23,BOOK-3,P8,KN-B2-P8-047,维护如何升级为治理,book-2-p8-47-maintenance-transition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
288,BATCH-015,24,BOOK-3,P9,KN-B2-P9-001,治理为何出现,book-2-p9-01-governance-emergence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
289,BATCH-016,1,BOOK-3,P9,KN-B2-P9-002,为什么复杂系统需要治理,book-2-p9-02-coordination-problem,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
290,BATCH-016,2,BOOK-3,P9,KN-B2-P9-003,资源如何被分配,book-2-p9-03-resource-allocation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
291,BATCH-016,3,BOOK-3,P9,KN-B2-P9-005,治理为何产生不同形式,book-2-p9-05-governance-selection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
292,BATCH-016,4,BOOK-3,P9,KN-B2-P9-006,为什么人们接受治理,book-2-p9-06-legitimacy-formation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
293,BATCH-016,5,BOOK-3,P9,KN-B2-P9-007,治理如何通过服从机制持续存在,book-2-p9-07-compliance-systems,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
294,BATCH-016,6,BOOK-3,P9,KN-B2-P9-008,市场治理如何运行,book-2-p9-08-market-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
295,BATCH-016,7,BOOK-3,P9,KN-B2-P9-009,计划治理如何运行,book-2-p9-09-planned-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
296,BATCH-016,8,BOOK-3,P9,KN-B2-P9-010,宗教治理如何运行,book-2-p9-10-religious-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
297,BATCH-016,9,BOOK-3,P9,KN-B2-P9-011,世俗治理如何运行,book-2-p9-11-secular-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
298,BATCH-016,10,BOOK-3,P9,KN-B2-P9-012,制度治理如何运行,book-2-p9-12-institutional-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
299,BATCH-016,11,BOOK-3,P9,KN-B2-P9-013,混合治理如何运行,book-2-p9-13-hybrid-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
300,BATCH-016,12,BOOK-3,P9,KN-B2-P9-014,网络与平台治理如何运行,book-2-p9-14-network-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
301,BATCH-016,13,BOOK-3,P9,KN-B2-P9-015,资源如何被治理,book-2-p9-15-resource-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
302,BATCH-016,14,BOOK-3,P9,KN-B2-P9-016,意义如何被治理,book-2-p9-16-meaning-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
303,BATCH-016,15,BOOK-3,P9,KN-B2-P9-017,信息如何被治理,book-2-p9-17-information-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
304,BATCH-016,16,BOOK-3,P9,KN-B2-P9-018,注意力如何被治理,book-2-p9-18-attention-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
305,BATCH-016,17,BOOK-3,P9,KN-B2-P9-019,权力如何被治理,book-2-p9-19-power-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
306,BATCH-016,18,BOOK-3,P9,KN-B2-P9-020,激励如何被治理,book-2-p9-20-incentive-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
307,BATCH-016,19,BOOK-3,P9,KN-B2-P9-021,风险如何被治理,book-2-p9-21-risk-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
308,BATCH-016,20,BOOK-3,P9,KN-B2-P9-022,复杂度如何被治理,book-2-p9-22-complexity-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
309,BATCH-016,21,BOOK-3,P9,KN-B2-P9-023,治理如何发生漂移,book-2-p9-23-governance-drift,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
310,BATCH-016,22,BOOK-3,P9,KN-B2-P9-024,治理如何达到饱和,book-2-p9-24-governance-saturation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
311,BATCH-016,23,BOOK-3,P9,KN-B2-P9-025,治理如何碎裂,book-2-p9-25-governance-fragmentation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
312,BATCH-016,24,BOOK-3,P9,KN-B2-P9-026,合法性如何崩塌,book-2-p9-26-legitimacy-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
313,BATCH-017,1,BOOK-3,P9,KN-B2-P9-027,治理如何被利益结构俘获,book-2-p9-27-governance-capture,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
314,BATCH-017,2,BOOK-3,P9,KN-B2-P9-028,治理如何崩塌,book-2-p9-28-governance-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
315,BATCH-017,3,BOOK-3,P9,KN-B2-P9-029,算法治理如何运行,book-2-p9-29-algorithmic-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
316,BATCH-017,4,BOOK-3,P9,KN-B2-P9-030,人工协调如何运行,book-2-p9-30-synthetic-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
317,BATCH-017,5,BOOK-3,P9,KN-B2-P9-031,AI 如何辅助治理,book-2-p9-31-ai-assisted-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
318,BATCH-017,6,BOOK-3,P9,KN-B2-P9-032,人机共治如何形成,book-2-p9-32-human-ai-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
319,BATCH-017,7,BOOK-3,P9,KN-B2-P9-033,自主治理系统如何形成,book-2-p9-33-autonomous-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
320,BATCH-017,8,BOOK-3,P9,KN-B2-P9-034,没有人类的治理是否可能,book-2-p9-34-governance-without-humans,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
321,BATCH-017,9,BOOK-3,P9,KN-B2-P9-035,治理韧性如何形成,book-2-p9-35-governance-resilience,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
322,BATCH-017,10,BOOK-3,P9,KN-B2-P9-036,治理如何适应变化,book-2-p9-36-governance-adaptation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
323,BATCH-017,11,BOOK-3,P9,KN-B2-P9-037,治理如何演化,book-2-p9-37-governance-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
324,BATCH-017,12,BOOK-3,P9,KN-B2-P9-038,文明级协调如何形成,book-2-p9-38-civilizational-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
325,BATCH-017,13,BOOK-3,P9,KN-B2-P9-039,治理如何迁移,book-2-p9-39-governance-transition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
326,BATCH-019,3,BOOK-4,P10,KN-B3-P10-001,Runtime 本质为何持续扩展,book-3-p10-01-runtime-expansion,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
327,BATCH-019,4,BOOK-4,P10,KN-B3-P10-002,Reality 为什么持续形成新的承载体,book-3-p10-02-carrier-evolution,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
328,BATCH-019,5,BOOK-4,P10,KN-B3-P10-003,为什么不同 Runtime 使用不同初始化方式,book-3-p10-03-runtime-initialization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
329,BATCH-019,6,BOOK-4,P10,KN-B3-P10-004,为什么 Runtime 会更换承载体,book-3-p10-04-carrier-replacement,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
330,BATCH-019,7,BOOK-4,P10,KN-B3-P10-005,为什么旧承载体最终失效,book-3-p10-05-carrier-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
331,BATCH-019,8,BOOK-4,P10,KN-B3-P10-006,什么推动 Runtime 改变,book-3-p10-06-selection-pressure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
332,BATCH-019,9,BOOK-4,P10,KN-B3-P10-007,复杂度如何推动扩展,book-3-p10-07-complexity-gradient,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
333,BATCH-019,10,BOOK-4,P10,KN-B3-P10-008,稳定性如何影响扩展方向,book-3-p10-08-stability-gradient,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
334,BATCH-019,11,BOOK-4,P10,KN-B3-P10-009,资源如何推动扩展,book-3-p10-09-resource-gradient,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
335,BATCH-019,12,BOOK-4,P10,KN-B3-P10-010,意义如何推动扩展,book-3-p10-10-meaning-gradient,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
336,BATCH-019,13,BOOK-4,P10,KN-B3-P10-011,信息如何推动扩展,book-3-p10-11-information-gradient,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
337,BATCH-019,14,BOOK-4,P10,KN-B3-P10-012,Runtime 如何开始偏移,book-3-p10-12-runtime-drift,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
338,BATCH-019,15,BOOK-4,P10,KN-B3-P10-013,Runtime 何时进入扩展临界点,book-3-p10-13-expansion-threshold,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
339,BATCH-019,16,BOOK-4,P10,KN-B3-P10-014,Runtime 扩展如何被触发,book-3-p10-14-expansion-trigger,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
340,BATCH-019,17,BOOK-4,P10,KN-B3-P10-015,新的 Runtime 如何出现,book-3-p10-15-emergence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
341,BATCH-019,18,BOOK-4,P10,KN-B3-P10-016,Runtime 如何获得稳定,book-3-p10-16-stabilization,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
342,BATCH-019,19,BOOK-4,P10,KN-B3-P10-017,Runtime 如何扩张,book-3-p10-17-expansion,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
343,BATCH-019,20,BOOK-4,P10,KN-B3-P10-018,Runtime 如何达到饱和,book-3-p10-18-saturation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
344,BATCH-019,21,BOOK-4,P10,KN-B3-P10-019,Runtime 如何发生碎裂,book-3-p10-19-fragmentation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
345,BATCH-019,22,BOOK-4,P10,KN-B3-P10-020,Runtime 如何崩塌,book-3-p10-20-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
346,BATCH-019,23,BOOK-4,P10,KN-B3-P10-022,Runtime 如何重组,book-3-p10-22-reconfiguration,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
347,BATCH-019,24,BOOK-4,P10,KN-B3-P10-023,继任 Runtime 如何出现,book-3-p10-23-successor-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
348,BATCH-020,1,BOOK-4,P10,KN-B3-P10-024,个体如何成为扩展节点,book-3-p10-24-human-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
349,BATCH-020,2,BOOK-4,P10,KN-B3-P10-025,架构者如何成为扩展节点,book-3-p10-25-architect-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
350,BATCH-020,3,BOOK-4,P10,KN-B3-P10-026,制度如何成为扩展节点,book-3-p10-26-institutional-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
351,BATCH-020,4,BOOK-4,P10,KN-B3-P10-027,资本如何成为扩展节点,book-3-p10-27-financial-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
352,BATCH-020,5,BOOK-4,P10,KN-B3-P10-028,知识如何成为扩展节点,book-3-p10-28-knowledge-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
353,BATCH-020,6,BOOK-4,P10,KN-B3-P10-029,技术如何成为扩展节点,book-3-p10-29-technology-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
354,BATCH-020,7,BOOK-4,P10,KN-B3-P10-030,媒体如何成为扩展节点,book-3-p10-30-media-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
355,BATCH-020,8,BOOK-4,P10,KN-B3-P10-031,娱乐如何成为扩展节点,book-3-p10-31-entertainment-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
356,BATCH-020,9,BOOK-4,P10,KN-B3-P10-032,人工智能如何成为扩展节点,book-3-p10-32-ai-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
357,BATCH-020,10,BOOK-4,P10,KN-B3-P10-033,压缩节点如何推动扩展,book-3-p10-33-compression-nodes,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
358,BATCH-020,11,BOOK-4,P10,KN-B3-P10-034,扩展节点如何迁移,book-3-p10-34-node-transition,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
359,BATCH-020,12,BOOK-4,P10,KN-B3-P10-035,Runtime 如何发生复杂度过载,book-3-p10-35-complexity-overload,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
360,BATCH-020,13,BOOK-4,P10,KN-B3-P10-036,Runtime 结构为何僵化,book-3-p10-36-structural-rigidity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
361,BATCH-020,14,BOOK-4,P10,KN-B3-P10-037,集体为何发生失配,book-3-p10-37-collective-misalignment,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
362,BATCH-020,15,BOOK-4,P10,KN-B3-P10-038,Runtime 为何依赖成长,book-3-p10-38-growth-dependency,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
363,BATCH-020,16,BOOK-4,P10,KN-B3-P10-039,Runtime 为何抗拒扩展,book-3-p10-39-expansion-resistance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
364,BATCH-020,17,BOOK-4,P10,KN-B3-P10-040,扩展协调为何失败,book-3-p10-40-coordination-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
365,BATCH-020,18,BOOK-4,P10,KN-B3-P10-041,运行如何达到整体饱和,book-3-p10-41-runtime-saturation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
366,BATCH-020,19,BOOK-4,P10,KN-B3-P10-042,Runtime 适应能力如何形成,book-3-p10-42-adaptive-capacity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
367,BATCH-020,20,BOOK-4,P10,KN-B3-P10-043,扩展如何产生结构成本,book-3-p10-43-structural-cost,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
368,BATCH-020,21,BOOK-4,P10,KN-B3-P10-044,扩展如何形成运行债务,book-3-p10-44-runtime-debt,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
369,BATCH-020,22,BOOK-4,P10,KN-B3-P10-045,扩展成本如何被递延,book-3-p10-45-cost-deferral,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
370,BATCH-020,23,BOOK-4,P10,KN-B3-P10-046,扩展如何压缩资源,book-3-p10-46-resource-compression,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
371,BATCH-020,24,BOOK-4,P10,KN-B3-P10-047,扩展成本如何代际转移,book-3-p10-47-generational-transfer,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
372,BATCH-021,1,BOOK-4,P10,KN-B3-P10-048,扩展成本如何膨胀,book-3-p10-48-cost-inflation,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
373,BATCH-021,2,BOOK-4,P10,KN-B3-P10-049,隐藏补贴如何维持扩展,book-3-p10-49-hidden-subsidies,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
374,BATCH-021,3,BOOK-4,P10,KN-B3-P10-050,扩展如何提前提取未来,book-3-p10-50-future-extraction,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
375,BATCH-021,4,BOOK-4,P10,KN-B3-P10-051,生物连续性如何维持,book-3-p10-51-biological-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
376,BATCH-021,5,BOOK-4,P10,KN-B3-P10-052,Runtime 如何维持连续性,book-3-p10-52-runtime-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
377,BATCH-021,6,BOOK-4,P10,KN-B3-P10-053,为什么繁衍不等于连续性,book-3-p10-53-reproduction-is-not-continuity,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
378,BATCH-021,7,BOOK-4,P10,KN-B3-P10-054,未来信心如何形成,book-3-p10-54-future-confidence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
379,BATCH-021,8,BOOK-4,P10,KN-B3-P10-055,Runtime 如何选择未来,book-3-p10-55-runtime-selection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
380,BATCH-021,9,BOOK-4,P10,KN-B3-P10-056,低生育率系统如何形成,book-3-p10-56-low-fertility-systems,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
381,BATCH-021,10,BOOK-4,P10,KN-B3-P10-057,人口如何被压缩,book-3-p10-57-population-compression,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
382,BATCH-021,11,BOOK-4,P10,KN-B3-P10-058,替代为何失败,book-3-p10-58-replacement-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
383,BATCH-021,12,BOOK-4,P10,KN-B3-P10-059,Runtime 如何停止生产未来,book-3-p10-59-future-production-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
384,BATCH-021,13,BOOK-4,P10,KN-B3-P10-060,连续性如何崩塌,book-3-p10-60-continuity-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
385,BATCH-021,14,BOOK-4,P10,KN-B3-P10-061,Runtime 如何无症状失败,book-3-p10-61-asymptomatic-failure,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
386,BATCH-021,15,BOOK-4,P10,KN-B3-P10-062,隐性崩塌如何发生,book-3-p10-62-invisible-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
387,BATCH-021,16,BOOK-4,P10,KN-B3-P10-063,成长如何掩盖崩塌,book-3-p10-63-growth-hides-collapse,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
388,BATCH-021,17,BOOK-4,P10,KN-B3-P10-064,技术如何成为压缩器,book-3-p10-64-technology-as-compression,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
389,BATCH-021,18,BOOK-4,P10,KN-B3-P10-065,人工协调如何降低扩展成本,book-3-p10-65-synthetic-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
390,BATCH-021,19,BOOK-4,P10,KN-B3-P10-066,信息如何被锁定,book-3-p10-66-information-locking,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
391,BATCH-021,20,BOOK-4,P10,KN-B3-P10-067,人工智能 Runtime 如何形成,book-3-p10-67-ai-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
392,BATCH-021,21,BOOK-4,P10,KN-B3-P10-068,人工治理如何形成,book-3-p10-68-synthetic-governance,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
393,BATCH-021,22,BOOK-4,P10,KN-B3-P10-069,人机如何协调,book-3-p10-69-human-ai-coordination,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
394,BATCH-021,23,BOOK-4,P10,KN-B3-P10-070,Runtime 接口如何迁移,book-3-p10-70-runtime-interface-shift,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
395,BATCH-021,24,BOOK-4,P10,KN-B3-P10-071,后人类承载体如何出现,book-3-p10-71-post-human-carriers,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
396,BATCH-022,1,BOOK-4,P10,KN-B3-P10-072,继任 Runtime 如何形成,book-3-p10-72-successor-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
397,BATCH-022,2,BOOK-4,P10,KN-B3-P10-074,混合 Runtime 如何形成,book-3-p10-74-hybrid-runtime,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
398,BATCH-022,3,BOOK-4,P10,KN-B3-P10-075,Runtime 如何选择迁移路径,book-3-p10-75-runtime-selection,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
399,BATCH-022,4,BOOK-4,P10,KN-B3-P10-077,世界将如何不断扩展,book-3-p10-77-the-expansion-question,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
400,BATCH-022,5,BOOK-4,P11,KN-B3-P11-001,文明如何出现,book-3-p11-01-civilization-emergence,planned,UNPUBLISHED,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT
