batchCode,batchIndex,bookCode,partCode,canonicalProductionIndex,nodeCode,titleZhHans,mappingState,publicationState
BATCH-019,9,BOOK-4,P10,332,KN-B3-P10-007,复杂度如何推动扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,10,BOOK-4,P10,333,KN-B3-P10-008,稳定性如何影响扩展方向,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,11,BOOK-4,P10,334,KN-B3-P10-009,资源如何推动扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,12,BOOK-4,P10,335,KN-B3-P10-010,意义如何推动扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,13,BOOK-4,P10,336,KN-B3-P10-011,信息如何推动扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,14,BOOK-4,P10,337,KN-B3-P10-012,Runtime 如何开始偏移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,15,BOOK-4,P10,338,KN-B3-P10-013,Runtime 何时进入扩展临界点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,16,BOOK-4,P10,339,KN-B3-P10-014,Runtime 扩展如何被触发,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,17,BOOK-4,P10,340,KN-B3-P10-015,新的 Runtime 如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,18,BOOK-4,P10,341,KN-B3-P10-016,Runtime 如何获得稳定,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,19,BOOK-4,P10,342,KN-B3-P10-017,Runtime 如何扩张,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,20,BOOK-4,P10,343,KN-B3-P10-018,Runtime 如何达到饱和,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,21,BOOK-4,P10,344,KN-B3-P10-019,Runtime 如何发生碎裂,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,22,BOOK-4,P10,345,KN-B3-P10-020,Runtime 如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,23,BOOK-4,P10,346,KN-B3-P10-022,Runtime 如何重组,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-019,24,BOOK-4,P10,347,KN-B3-P10-023,继任 Runtime 如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,1,BOOK-4,P10,348,KN-B3-P10-024,个体如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,2,BOOK-4,P10,349,KN-B3-P10-025,架构者如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,3,BOOK-4,P10,350,KN-B3-P10-026,制度如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,4,BOOK-4,P10,351,KN-B3-P10-027,资本如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,5,BOOK-4,P10,352,KN-B3-P10-028,知识如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,6,BOOK-4,P10,353,KN-B3-P10-029,技术如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,7,BOOK-4,P10,354,KN-B3-P10-030,媒体如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,8,BOOK-4,P10,355,KN-B3-P10-031,娱乐如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,9,BOOK-4,P10,356,KN-B3-P10-032,人工智能如何成为扩展节点,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,10,BOOK-4,P10,357,KN-B3-P10-033,压缩节点如何推动扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,11,BOOK-4,P10,358,KN-B3-P10-034,扩展节点如何迁移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,12,BOOK-4,P10,359,KN-B3-P10-035,Runtime 如何发生复杂度过载,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,13,BOOK-4,P10,360,KN-B3-P10-036,Runtime 结构为何僵化,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,14,BOOK-4,P10,361,KN-B3-P10-037,集体为何发生失配,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,15,BOOK-4,P10,362,KN-B3-P10-038,Runtime 为何依赖成长,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,16,BOOK-4,P10,363,KN-B3-P10-039,Runtime 为何抗拒扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,17,BOOK-4,P10,364,KN-B3-P10-040,扩展协调为何失败,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,18,BOOK-4,P10,365,KN-B3-P10-041,运行如何达到整体饱和,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,19,BOOK-4,P10,366,KN-B3-P10-042,Runtime 适应能力如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,20,BOOK-4,P10,367,KN-B3-P10-043,扩展如何产生结构成本,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,21,BOOK-4,P10,368,KN-B3-P10-044,扩展如何形成运行债务,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,22,BOOK-4,P10,369,KN-B3-P10-045,扩展成本如何被递延,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,23,BOOK-4,P10,370,KN-B3-P10-046,扩展如何压缩资源,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-020,24,BOOK-4,P10,371,KN-B3-P10-047,扩展成本如何代际转移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,1,BOOK-4,P10,372,KN-B3-P10-048,扩展成本如何膨胀,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,2,BOOK-4,P10,373,KN-B3-P10-049,隐藏补贴如何维持扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,3,BOOK-4,P10,374,KN-B3-P10-050,扩展如何提前提取未来,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,4,BOOK-4,P10,375,KN-B3-P10-051,生物连续性如何维持,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,5,BOOK-4,P10,376,KN-B3-P10-052,Runtime 如何维持连续性,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,6,BOOK-4,P10,377,KN-B3-P10-053,为什么繁衍不等于连续性,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,7,BOOK-4,P10,378,KN-B3-P10-054,未来信心如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,8,BOOK-4,P10,379,KN-B3-P10-055,Runtime 如何选择未来,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,9,BOOK-4,P10,380,KN-B3-P10-056,低生育率系统如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,10,BOOK-4,P10,381,KN-B3-P10-057,人口如何被压缩,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,11,BOOK-4,P10,382,KN-B3-P10-058,替代为何失败,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,12,BOOK-4,P10,383,KN-B3-P10-059,Runtime 如何停止生产未来,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,13,BOOK-4,P10,384,KN-B3-P10-060,连续性如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,14,BOOK-4,P10,385,KN-B3-P10-061,Runtime 如何无症状失败,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,15,BOOK-4,P10,386,KN-B3-P10-062,隐性崩塌如何发生,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,16,BOOK-4,P10,387,KN-B3-P10-063,成长如何掩盖崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,17,BOOK-4,P10,388,KN-B3-P10-064,技术如何成为压缩器,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,18,BOOK-4,P10,389,KN-B3-P10-065,人工协调如何降低扩展成本,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,19,BOOK-4,P10,390,KN-B3-P10-066,信息如何被锁定,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,20,BOOK-4,P10,391,KN-B3-P10-067,人工智能 Runtime 如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,21,BOOK-4,P10,392,KN-B3-P10-068,人工治理如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,22,BOOK-4,P10,393,KN-B3-P10-069,人机如何协调,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,23,BOOK-4,P10,394,KN-B3-P10-070,Runtime 接口如何迁移,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-021,24,BOOK-4,P10,395,KN-B3-P10-071,后人类承载体如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,1,BOOK-4,P10,396,KN-B3-P10-072,继任 Runtime 如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,2,BOOK-4,P10,397,KN-B3-P10-074,混合 Runtime 如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,3,BOOK-4,P10,398,KN-B3-P10-075,Runtime 如何选择迁移路径,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,4,BOOK-4,P10,399,KN-B3-P10-077,世界将如何不断扩展,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,5,BOOK-4,P11,400,KN-B3-P11-001,文明如何出现,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,6,BOOK-4,P11,401,KN-B3-P11-002,共同 Runtime 为什么能够持续扩大,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,7,BOOK-4,P11,402,KN-B3-P11-003,为什么文明需要共同记忆,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,8,BOOK-4,P11,403,KN-B3-P11-004,为什么文明需要共同意义,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,9,BOOK-4,P11,404,KN-B3-P11-005,为什么文明需要共同语言,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,10,BOOK-4,P11,405,KN-B3-P11-007,为什么文明需要统一时间,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,11,BOOK-4,P11,406,KN-B3-P11-008,为什么文明需要共同空间,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,12,BOOK-4,P11,407,KN-B3-P11-009,文明边界如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,13,BOOK-4,P11,408,KN-B3-P11-010,文明为何不断扩大,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,14,BOOK-4,P11,409,KN-B3-P11-011,制度如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,15,BOOK-4,P11,410,KN-B3-P11-012,治理如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,16,BOOK-4,P11,411,KN-B3-P11-013,法律如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,17,BOOK-4,P11,412,KN-B3-P11-014,经济如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,18,BOOK-4,P11,413,KN-B3-P11-015,市场如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,19,BOOK-4,P11,414,KN-B3-P11-016,教育如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,20,BOOK-4,P11,415,KN-B3-P11-017,宗教如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,21,BOOK-4,P11,416,KN-B3-P11-018,科学如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,22,BOOK-4,P11,417,KN-B3-P11-019,技术如何组织文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,23,BOOK-4,P11,418,KN-B3-P11-020,基础设施如何承载文明,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-022,24,BOOK-4,P11,419,KN-B3-P11-021,组织层级如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,1,BOOK-4,P11,420,KN-B3-P11-022,文明如何协调,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,2,BOOK-4,P11,421,KN-B3-P11-023,文明如何形成信任,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,3,BOOK-4,P11,422,KN-B3-P11-024,文明如何形成信誉,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,4,BOOK-4,P11,423,KN-B3-P11-025,文明如何形成权威,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,5,BOOK-4,P11,424,KN-B3-P11-027,文明如何分配责任,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,6,BOOK-4,P11,425,KN-B3-P11-028,文明如何组织参与,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,7,BOOK-4,P11,426,KN-B3-P11-029,文明如何组织合作,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,8,BOOK-4,P11,427,KN-B3-P11-030,文明如何组织竞争,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,9,BOOK-4,P11,428,KN-B3-P11-031,文明如何维持运行平衡,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,10,BOOK-4,P11,429,KN-B3-P11-032,文明如何创新,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,11,BOOK-4,P11,430,KN-B3-P11-033,知识如何累积,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,12,BOOK-4,P11,431,KN-B3-P11-034,技术如何扩散,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,13,BOOK-4,P11,432,KN-B3-P11-035,制度如何学习,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,14,BOOK-4,P11,433,KN-B3-P11-036,文化如何适应,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,15,BOOK-4,P11,434,KN-B3-P11-037,文明如何优化运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,16,BOOK-4,P11,435,KN-B3-P11-038,文明复杂度如何成长,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,17,BOOK-4,P11,436,KN-B3-P11-039,文明扩展能力如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,18,BOOK-4,P11,437,KN-B3-P11-040,文明如何经历演化选择,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,19,BOOK-4,P11,438,KN-B3-P11-041,制度如何失效,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,20,BOOK-4,P11,439,KN-B3-P11-042,治理如何失效,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,21,BOOK-4,P11,440,KN-B3-P11-043,信任如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,22,BOOK-4,P11,441,KN-B3-P11-044,意义如何碎裂,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,23,BOOK-4,P11,442,KN-B3-P11-045,身份冲突如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-023,24,BOOK-4,P11,443,KN-B3-P11-046,协调如何崩塌,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,1,BOOK-4,P11,444,KN-B3-P11-047,组织为何僵化,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,2,BOOK-4,P11,445,KN-B3-P11-048,文明适应为何失败,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,3,BOOK-4,P11,446,KN-B3-P11-049,文明如何碎裂,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,4,BOOK-4,P11,447,KN-B3-P11-050,AI 组织如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,5,BOOK-4,P11,448,KN-B3-P11-051,人工制度如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,6,BOOK-4,P11,449,KN-B3-P11-052,机器治理如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,7,BOOK-4,P11,450,KN-B3-P11-053,人机如何协作,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,8,BOOK-4,P11,451,KN-B3-P11-054,自主协调如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,9,BOOK-4,P11,452,KN-B3-P11-055,人工文化如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,10,BOOK-4,P11,453,KN-B3-P11-056,集体智能如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,11,BOOK-4,P11,454,KN-B3-P11-057,超越人类的文明如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,12,BOOK-4,P11,455,KN-B3-P11-058,文明稳定性如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,13,BOOK-4,P11,456,KN-B3-P11-059,文明韧性如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,14,BOOK-4,P11,457,KN-B3-P11-060,文明可持续性如何形成,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,15,BOOK-4,P12,458,KN-B3-P12-001,美国文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,16,BOOK-4,P12,459,KN-B3-P12-002,中国文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,17,BOOK-4,P12,460,KN-B3-P12-003,印度文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,18,BOOK-4,P12,461,KN-B3-P12-004,日本文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,19,BOOK-4,P12,462,KN-B3-P12-005,韩国文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,20,BOOK-4,P12,463,KN-B3-P12-006,东南亚文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,21,BOOK-4,P12,464,KN-B3-P12-007,欧洲文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,22,BOOK-4,P12,465,KN-B3-P12-008,中东文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,23,BOOK-4,P12,466,KN-B3-P12-009,非洲文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-024,24,BOOK-4,P12,467,KN-B3-P12-010,拉丁美洲文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,1,BOOK-4,P12,468,KN-B3-P12-011,俄罗斯文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,2,BOOK-4,P12,469,KN-B3-P12-012,朝鲜文明当前如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,3,BOOK-4,P12,470,KN-B3-P12-013,新兴文明生态如何运行,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,4,BOOK-4,P12,471,KN-B3-P12-015,文明时间轴如何建立,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,5,BOOK-4,P12,472,KN-B3-P12-016,文明运行矩阵如何建立,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,6,BOOK-4,P12,473,KN-B3-P12-017,文明位置如何确定,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,7,BOOK-4,P12,474,KN-B3-P12-018,文明密度如何读取,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,8,BOOK-4,P12,475,KN-B3-P12-019,文明容量如何读取,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,9,BOOK-4,P12,476,KN-B3-P12-020,文明负载如何读取,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
BATCH-025,10,BOOK-4,P12,477,KN-B3-P12-021,文明对齐如何读取,MANUSCRIPT_CORPUS_NOT_AVAILABLE_IN_CURRENT_INPUT,UNPUBLISHED
